OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,GeoAreaDescription,GeoEntityName,GeoCode,GeoName,GeoURI,Year,LocalAuthorityDistrictCode,LocalAuthorityDistrictName,IMD_Score,IMD_Rank(1MostDeprived),IMD_Decile(1MostDeprivedTenPerCentOfLSOAs),Income_Score(Rate),Income_Rank(1MostDeprived),Income_Decile(1MostDeprivedTenPerCentOfLSOAs),Employment_Score(Rate),Employment_Rank(1MostDeprived),Employment_Decile(1MostDeprivedTenPerCentOfLSOAs),EducationSkillsAndTraining_Score,EducationSkillsAndTraining_Rank(1MostDeprived),EducationSkillsAndTraining_Decile(1MostDeprivedTenPerCentOfLSOAs),HealthDeprivAndDisability_Score,HealthDeprivAndDisability_Rank(1MostDeprived),HealthDeprivAndDisability_Decile(1MostDeprivedTenPerCentOfLSOAs),Crime_Score,Crime_Rank(1MostDeprived),Crime_Decile(1MostDeprivedTenPerCentOfLSOAs),BarriersToHousingAndServices_Score,BarriersToHousingAndServices_Rank(1MostDeprived),BarriersToHousingAndServices_Decile(1MostDeprivedTenPerCentOfLSOAs),LivingEnvironmentScore,LivingEnvironment_Rank(1MostDeprived),LivingEnvironment_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivChildrenIndex(IDACI)_Score(Rate),IncomeDeprivChildrenIndex(IDACI)_Rank(1MostDeprived),IncomeDeprivChildrenIndex(IDACI)_Decile(1MostDeprivedTenPerCentOfLSOAs),IncomeDeprivOlderPeople(IDAOPI)_Score(Rate),IncomeDeprivOlderPeople(IDAOPI)_Rank(1_MostDeprived),IncomeDeprivOlderPeople(IDAOPI)_Decile(1MostDeprivedTenPerCentOfLSOAs),ChildrenAndYP_SubDomain_Score,ChildrenAndYP_SubDomain_Rank(1MostDeprived),ChildrenAndYP_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),AdultSkills_SubDomain_Score,AdultSkills_SubDomain_Rank(1MostDeprived),AdultSkills_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),GeographicalBarriers_SubDomain_Score,GeographicalBarriers_SubDomain_Rank(1MostDeprived),GeographicalBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),WiderBarriers_SubDomain_Score,WiderBarriers_SubDomain_Rank(1MostDeprived),WiderBarriers_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Indoors_SubDomain_Score,Indoors_SubDomain_Rank(1MostDeprived),Indoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),Outdoors_SubDomain_Score,Outdoors_SubDomain_Rank(1MostDeprived),Outdoors_SubDomain_Decile(1MostDeprivedTenPerCentOfLSOAs),TotalPopulation(ExclPrisoners),DependentChildrenAge0_15(ExclPrisoners),PopulationAge16_59(ExclPrisoners),OlderPopulationAge60AndOver(ExclPrisoners),WorkingAgePopn18_59Or64(ExclPrisoners)_EmploymentDeprivDomain
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026351,South Kesteven 016C,http://statistics.data.gov.uk/doc/statistical-geography/E01026351,2019,E07000141,South Kesteven,11.889,22289,7,0.089,18071,6,0.064,20452,7,7.581,24395,8,-0.425,22441,7,-0.305,21120,7,15.689,22087,7,28.907,9430,3,0.084,21674,7,0.135,15563,5,-0.325,21341,7,0.213,25878,8,-0.799,27959,9,1.247,9538,3,0.862,5055,2,-0.833,27791,9,1534,177,875,482,882
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026352,South Kesteven 003E,http://statistics.data.gov.uk/doc/statistical-geography/E01026352,2019,E07000141,South Kesteven,5.028,30474,10,0.04,28546,9,0.043,27040,9,5.663,26541,9,-0.567,24278,8,-1.592,32038,10,20.669,15867,5,3.906,30391,10,0.07,23860,8,0.047,29698,10,-1.556,32117,10,0.262,20361,7,0.691,5936,2,-2.666,28401,9,-0.795,27301,9,-0.885,28353,9,1252,172,601,479,627
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026353,South Kesteven 003F,http://statistics.data.gov.uk/doc/statistical-geography/E01026353,2019,E07000141,South Kesteven,26.87,9669,3,0.161,9551,3,0.123,9336,3,15.219,17186,6,0.486,9250,3,0.837,5044,2,19.316,17497,6,34.02,6680,3,0.179,11578,4,0.184,11159,4,0.074,14879,5,0.275,18826,6,-0.128,17943,6,0.936,10806,4,0.974,4066,2,-0.347,21132,7,1615,228,881,506,899
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026354,South Kesteven 003G,http://statistics.data.gov.uk/doc/statistical-geography/E01026354,2019,E07000141,South Kesteven,6.775,28585,9,0.033,30258,10,0.041,27647,9,4.054,28477,9,-0.546,23998,8,-1.816,32471,10,33.839,4656,2,1.62,32252,10,0.022,31761,10,0.056,28020,9,-1.194,30668,10,0.225,24598,8,1.473,1500,1,-3.139,29832,10,-1.522,31603,10,-0.911,28638,9,1154,158,568,428,579
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026355,South Kesteven 002C,http://statistics.data.gov.uk/doc/statistical-geography/E01026355,2019,E07000141,South Kesteven,7.445,27748,9,0.061,23504,8,0.057,22278,7,5.178,27107,9,-1.286,30784,10,-1.424,31525,10,24.593,11539,4,10.504,23534,8,0.059,25837,8,0.064,26390,9,-0.899,28552,9,0.231,23923,8,0.861,4406,2,-2.164,26550,9,-0.021,16801,6,-1.235,31099,10,2486,430,1128,928,1169
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026356,South Kesteven 016D,http://statistics.data.gov.uk/doc/statistical-geography/E01026356,2019,E07000141,South Kesteven,4.957,30546,10,0.032,30495,10,0.032,30164,10,3.013,29724,10,-1.004,28852,9,-2.383,32798,10,30.995,6275,2,0.811,32685,10,0.043,28497,9,0.049,29243,9,-0.883,28418,9,0.176,29105,9,1.252,2250,1,-2.407,27474,9,-2.662,32811,10,-1.015,29567,10,1514,314,972,228,960
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026357,South Kesteven 016E,http://statistics.data.gov.uk/doc/statistical-geography/E01026357,2019,E07000141,South Kesteven,4.987,30516,10,0.049,26397,9,0.035,29207,9,12.132,19824,7,-0.997,28796,9,-1.984,32644,10,18.921,17953,6,1.843,32123,10,0.075,23084,8,0.057,27828,9,-0.202,19439,6,0.274,18974,6,0.425,8957,3,-1.288,22331,7,-1.549,31693,10,-0.821,27645,9,1385,240,814,331,825
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026358,South Kesteven 016F,http://statistics.data.gov.uk/doc/statistical-geography/E01026358,2019,E07000141,South Kesteven,2.612,32434,10,0.031,30628,10,0.031,30320,10,3.109,29603,10,-0.996,28784,9,-1.019,29250,9,11.446,27180,9,8.018,26153,8,0.035,29895,10,0.036,31248,10,-0.961,29062,9,0.187,28220,9,0.103,13885,5,-2.598,28158,9,-0.245,20316,7,-1.025,29652,10,1451,198,727,526,754
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026359,South Kesteven 016G,http://statistics.data.gov.uk/doc/statistical-geography/E01026359,2019,E07000141,South Kesteven,1.557,32778,10,0.014,32637,10,0.02,32280,10,1.834,31068,10,-1.43,31456,10,-0.772,27022,9,13.563,24741,8,3.268,30957,10,0.016,32198,10,0.023,32493,10,-1.557,32120,10,0.183,28573,9,0.333,10287,4,-3.902,31337,10,-1.03,29275,9,-0.751,26833,9,1553,278,770,505,781
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026360,South Kesteven 012B,http://statistics.data.gov.uk/doc/statistical-geography/E01026360,2019,E07000141,South Kesteven,6.369,29029,9,0.066,22312,7,0.048,25328,8,4.901,27416,9,-0.915,28102,9,-1.1,29833,10,21.864,14488,5,3.266,30961,10,0.115,17579,6,0.066,25916,8,-0.878,28363,9,0.224,24682,8,0.712,5719,2,-2.144,26472,9,-1.517,31585,10,-0.468,23047,8,2176,377,1131,668,1144
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026361,South Kesteven 008D,http://statistics.data.gov.uk/doc/statistical-geography/E01026361,2019,E07000141,South Kesteven,17.149,16864,6,0.116,14232,5,0.093,13679,5,20.56,13424,5,-0.314,20862,7,-0.886,28113,9,22.211,14077,5,26.005,11155,4,0.161,13022,4,0.109,18761,6,0.277,11770,4,0.311,14756,5,0.512,7833,3,-0.703,18993,6,0.766,6038,2,-0.974,29204,9,2751,496,1402,853,1439
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026362,South Kesteven 012C,http://statistics.data.gov.uk/doc/statistical-geography/E01026362,2019,E07000141,South Kesteven,3.196,32109,10,0.027,31239,10,0.036,29081,9,5.78,26408,9,-0.877,27781,9,-2.215,32757,10,17.769,19448,6,1.453,32361,10,0.027,31049,10,0.055,28178,9,-0.62,25522,8,0.218,25380,8,0.535,7551,3,-2.893,29160,9,-1.21,30344,10,-1.376,31758,10,1717,338,999,380,989
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026363,South Kesteven 012D,http://statistics.data.gov.uk/doc/statistical-geography/E01026363,2019,E07000141,South Kesteven,11.137,23177,8,0.058,24137,8,0.043,26936,9,4.224,28260,9,-0.339,21269,7,-1.326,31106,10,40.31,2112,1,15.234,19001,6,0.072,23639,8,0.073,24688,8,-0.55,24599,8,0.159,30209,10,1.814,691,1,-2.924,29257,9,0.164,13916,5,-0.545,24113,8,1432,238,712,482,738
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026364,South Kesteven 012E,http://statistics.data.gov.uk/doc/statistical-geography/E01026364,2019,E07000141,South Kesteven,2.879,32297,10,0.051,25994,8,0.039,28168,9,3.884,28667,9,-1.272,30713,10,-1.81,32462,10,6.183,31444,10,3.889,30402,10,0.062,25358,8,0.066,25945,8,-0.981,29241,9,0.21,26191,8,-0.235,19843,7,-3.989,31472,10,-0.646,25726,8,-1.438,31997,10,1888,345,949,594,962
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026365,South Kesteven 002D,http://statistics.data.gov.uk/doc/statistical-geography/E01026365,2019,E07000141,South Kesteven,10.557,23823,8,0.048,26752,9,0.049,24889,8,3.949,28596,9,-1.124,29767,10,-1.44,31589,10,41.923,1678,1,17.799,16978,6,0.061,25438,8,0.057,27858,9,-1.083,29984,10,0.218,25394,8,1.926,523,1,-3.176,29923,10,0.105,14831,5,0.012,15092,5,2352,315,1051,986,1106
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026366,West Lindsey 011A,http://statistics.data.gov.uk/doc/statistical-geography/E01026366,2019,E07000142,West Lindsey,23.373,11783,4,0.125,13092,4,0.121,9619,3,26.76,9939,4,0.078,14833,5,-1.577,32002,10,27.681,8694,3,36.455,5602,2,0.16,13156,5,0.114,18039,6,0.611,7507,3,0.326,13185,5,1.074,3056,1,-2.606,28187,9,0.687,6922,3,0.825,5439,2,2297,397,1180,720,1209
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026367,West Lindsey 001A,http://statistics.data.gov.uk/doc/statistical-geography/E01026367,2019,E07000142,West Lindsey,25.706,10362,4,0.127,12847,4,0.125,9081,3,12.065,19883,7,0.478,9343,3,0.114,14920,5,30.917,6339,2,39.24,4529,2,0.106,18753,6,0.132,15907,5,-0.4,22495,7,0.295,16487,6,1.156,2652,1,-1.616,23999,8,0.855,5121,2,0.672,6730,3,1621,190,864,567,880
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026368,West Lindsey 001B,http://statistics.data.gov.uk/doc/statistical-geography/E01026368,2019,E07000142,West Lindsey,9.612,24995,8,0.08,19648,6,0.072,18337,6,13.287,18793,6,-0.33,21117,7,-1.106,29881,10,14.422,23741,8,2.816,31365,10,0.123,16764,6,0.068,25616,8,-0.275,20593,7,0.298,16157,5,0.359,9891,4,-3.273,30182,10,-1.23,30445,10,-0.712,26340,9,1826,366,959,501,986
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026369,West Lindsey 011B,http://statistics.data.gov.uk/doc/statistical-geography/E01026369,2019,E07000142,West Lindsey,12.833,21229,7,0.095,17144,6,0.085,15268,5,12.101,19853,7,0.288,11786,4,-1.075,29652,10,6.706,31141,10,10.101,23958,8,0.107,18630,6,0.115,17904,6,-0.06,17068,6,0.25,21663,7,-0.417,22781,7,-2.08,26196,8,-0.301,21158,7,-0.323,20742,7,1306,188,605,513,614
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026370,West Lindsey 011C,http://statistics.data.gov.uk/doc/statistical-geography/E01026370,2019,E07000142,West Lindsey,7.659,27477,9,0.058,24226,8,0.056,22631,7,11.428,20489,7,-0.375,21799,7,-1.485,31731,10,19.444,17327,6,2.86,31318,10,0.086,21435,7,0.048,29435,9,-0.067,17191,6,0.24,22832,7,0.671,6142,2,-3.498,30636,10,-1.384,31131,10,-0.609,25041,8,2310,401,1108,801,1133
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026371,West Lindsey 011D,http://statistics.data.gov.uk/doc/statistical-geography/E01026371,2019,E07000142,West Lindsey,6.682,28680,9,0.064,22888,7,0.06,21435,7,7.767,24180,8,-0.599,24704,8,-1.905,32577,10,12.111,26443,9,6.93,27345,9,0.079,22451,7,0.077,23929,8,-0.53,24328,8,0.244,22332,7,0.248,11542,4,-4.275,31834,10,-1.048,29388,9,-0.064,16351,5,1251,209,574,468,606
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026372,West Lindsey 008A,http://statistics.data.gov.uk/doc/statistical-geography/E01026372,2019,E07000142,West Lindsey,11.038,23295,8,0.074,20711,7,0.071,18494,6,9.283,22594,7,-0.548,24027,8,-1.454,31627,10,26.999,9278,3,13.213,20858,7,0.094,20231,7,0.066,25893,8,-0.477,23594,8,0.264,20131,7,1.067,3091,1,-3.062,29633,10,-0.537,24368,8,0.338,10262,4,2532,418,1346,768,1350
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026373,West Lindsey 011E,http://statistics.data.gov.uk/doc/statistical-geography/E01026373,2019,E07000142,West Lindsey,21.339,13278,5,0.094,17301,6,0.092,13959,5,20.899,13204,5,-0.11,17727,6,-0.987,28983,9,39.611,2318,1,35.369,6071,2,0.091,20643,7,0.119,17487,6,0.204,12836,4,0.326,13130,4,1.779,770,1,-2.856,29040,9,0.622,7677,3,0.864,5131,2,2118,355,1080,683,1103
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026374,West Lindsey 006A,http://statistics.data.gov.uk/doc/statistical-geography/E01026374,2019,E07000142,West Lindsey,54.29,1547,1,0.347,1079,1,0.266,954,1,82.831,196,1,0.699,6887,3,0.421,10162,4,22.484,13766,5,8.357,25804,8,0.417,1159,1,0.251,6878,3,2.226,47,1,0.526,1301,1,0.293,10858,4,0.349,13455,5,-0.465,23441,8,-0.357,21307,7,1618,457,942,219,924
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026375,West Lindsey 006B,http://statistics.data.gov.uk/doc/statistical-geography/E01026375,2019,E07000142,West Lindsey,46.824,2690,1,0.329,1443,1,0.222,2198,1,68.525,885,1,0.499,9106,3,-0.13,18590,6,31.671,5860,2,3.202,31030,10,0.47,520,1,0.238,7590,3,1.705,500,1,0.483,2648,1,0.953,3753,2,-0.234,16426,6,-1.474,31447,10,-0.498,23448,8,1785,433,966,386,976
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026376,West Lindsey 006C,http://statistics.data.gov.uk/doc/statistical-geography/E01026376,2019,E07000142,West Lindsey,42.637,3554,2,0.238,4585,2,0.204,2953,1,65.154,1184,1,0.724,6646,3,0.94,4023,2,24.156,11979,4,7.046,27220,9,0.309,4033,2,0.196,10265,4,1.771,380,1,0.444,4308,2,0.378,9590,3,0.427,13095,4,-0.975,28870,9,-0.084,16689,6,1863,396,955,512,947
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026377,West Lindsey 006D,http://statistics.data.gov.uk/doc/statistical-geography/E01026377,2019,E07000142,West Lindsey,28.252,8901,3,0.179,8096,3,0.15,6602,3,39.717,5433,2,0.448,9740,3,0.125,14735,5,19.463,17308,6,14.35,19813,7,0.246,7117,3,0.199,10068,4,0.956,4091,2,0.392,7318,3,0.401,9264,3,-0.978,20596,7,0.064,15460,5,-0.4,22020,7,2248,450,1308,490,1275
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026378,West Lindsey 004A,http://statistics.data.gov.uk/doc/statistical-geography/E01026378,2019,E07000142,West Lindsey,43.72,3312,2,0.282,2821,1,0.21,2684,1,63.563,1334,1,0.475,9401,3,0.693,6580,3,7.544,30652,10,32.214,7610,3,0.434,897,1,0.161,13102,4,1.803,327,1,0.423,5392,2,-1.272,31365,10,-0.456,17641,6,0.895,4755,2,-0.285,20088,7,1767,395,1056,316,1055
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026379,West Lindsey 004B,http://statistics.data.gov.uk/doc/statistical-geography/E01026379,2019,E07000142,West Lindsey,37.557,5030,2,0.231,4927,2,0.168,5089,2,38.51,5764,2,0.379,10608,4,1.106,2766,1,9.255,29294,9,44.895,2926,1,0.386,1739,1,0.14,15058,5,1.229,2211,1,0.315,14302,5,-0.33,21385,7,-1.276,22268,7,1.203,2434,1,0.179,12435,4,1838,396,1029,413,1039
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026380,West Lindsey 002A,http://statistics.data.gov.uk/doc/statistical-geography/E01026380,2019,E07000142,West Lindsey,16.729,17248,6,0.112,14733,5,0.097,13149,5,23.94,11386,4,0.179,13333,5,-0.722,26474,9,18.832,18083,6,6.573,27713,9,0.166,12616,4,0.094,21025,7,0.494,8918,3,0.315,14343,5,0.546,7421,3,-2.283,26996,9,-0.628,25510,8,-0.452,22803,7,2111,466,1190,455,1206
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026381,West Lindsey 004C,http://statistics.data.gov.uk/doc/statistical-geography/E01026381,2019,E07000142,West Lindsey,36.857,5248,2,0.261,3578,2,0.22,2254,1,28.715,9096,3,0.627,7633,3,0.618,7480,3,8.725,29749,10,16.947,17636,6,0.331,3236,1,0.209,9371,3,0.646,7099,3,0.34,11679,4,-0.498,24046,8,-1.004,20753,7,0.247,12637,4,-0.482,23232,8,1676,291,929,456,944
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026382,West Lindsey 004D,http://statistics.data.gov.uk/doc/statistical-geography/E01026382,2019,E07000142,West Lindsey,38.91,4603,2,0.248,4126,2,0.151,6453,2,41.89,4907,2,0.686,7015,3,1.196,2253,1,23.992,12150,4,29.419,9139,3,0.446,747,1,0.213,9083,3,1.222,2250,1,0.354,10390,4,0.714,5694,2,-1.233,22019,7,0.576,8229,3,0.346,10162,4,1774,279,1030,465,1040
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026383,West Lindsey 004E,http://statistics.data.gov.uk/doc/statistical-geography/E01026383,2019,E07000142,West Lindsey,81.3,24,1,0.453,128,1,0.367,89,1,72.228,642,1,1.599,1133,1,2.601,22,1,11.298,27316,9,70.372,102,1,0.622,29,1,0.319,3965,2,2.106,85,1,0.46,3600,2,-0.603,25565,8,-0.063,15518,5,1.848,386,1,0.843,5288,2,1286,229,858,199,897
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026384,West Lindsey 004F,http://statistics.data.gov.uk/doc/statistical-geography/E01026384,2019,E07000142,West Lindsey,56.159,1333,1,0.313,1849,1,0.273,803,1,50.034,3250,1,1.224,2747,1,1.242,2014,1,8.276,30111,10,47.601,2328,1,0.42,1115,1,0.254,6713,3,1.315,1769,1,0.412,6066,2,-1.196,31011,10,-0.284,16717,6,1.397,1469,1,-0.287,20134,7,1913,373,1076,464,1108
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026385,West Lindsey 005A,http://statistics.data.gov.uk/doc/statistical-geography/E01026385,2019,E07000142,West Lindsey,22.059,12733,4,0.099,16431,6,0.093,13753,5,10.267,21580,7,-0.136,18165,6,-1.185,30383,10,33.902,4613,2,57.243,932,1,0.121,16909,6,0.103,19556,6,-0.365,21926,7,0.266,19852,7,1.422,1666,1,-2.356,27282,9,1.404,1444,1,0.809,5574,2,1127,164,553,410,583
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026386,West Lindsey 005B,http://statistics.data.gov.uk/doc/statistical-geography/E01026386,2019,E07000142,West Lindsey,30.796,7649,3,0.188,7479,3,0.154,6168,2,34.758,6845,3,0.236,12568,4,-0.232,20088,7,27.804,8608,3,35.589,5975,2,0.328,3321,2,0.125,16817,6,1.077,3185,1,0.314,14483,5,0.929,3902,2,-1.292,22353,7,0.866,5022,2,0.243,11519,4,1452,269,885,298,886
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026387,West Lindsey 001C,http://statistics.data.gov.uk/doc/statistical-geography/E01026387,2019,E07000142,West Lindsey,16.606,17359,6,0.074,20653,7,0.064,20389,7,7.097,24954,8,-0.503,23462,8,-1.792,32431,10,48.207,547,1,27.009,10538,4,0.107,18636,6,0.067,25750,8,-0.867,28258,9,0.262,20393,7,2.32,122,1,-3.176,29925,10,0.776,5942,2,-0.713,26354,9,2685,441,1425,819,1476
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026388,West Lindsey 007A,http://statistics.data.gov.uk/doc/statistical-geography/E01026388,2019,E07000142,West Lindsey,13.343,20689,7,0.067,22095,7,0.069,19151,6,10.051,21779,7,-0.648,25315,8,-1.545,31910,10,39.833,2244,1,14.447,19714,7,0.106,18671,6,0.072,24898,8,-0.414,22687,7,0.269,19557,6,1.827,675,1,-3.674,30963,10,0.115,14681,5,-0.544,24083,8,2118,264,1046,808,1074
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-10-14T00:00:00,2019-09-26T00:00:00,2019-09-26T00:00:00,TRUE,LSOA2011,Lower Super Output Area (LSOA),E01026389,West Lindsey 003A,http://statistics.data.gov.uk/doc/statistical-geography/E01026389,2019,E07000142,West Lindsey,24.911,10816,4,0.179,8084,3,0.152,6344,2,16.131,16468,6,0.623,7680,3,-0.067,17644,6,8.542,29909,10,20.221,15113,5,0.265,6094,2,0.129,16261,5,-0.141,18447,6,0.318,13996,5,-0.498,24037,8,-1.067,21102,7,0.388,10702,4,-0.329,20842,7,1761,263,1003,495,1020
